timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150730_033358 50 1 2 30 100000 664375964 250 10000 0 2380 10000 250 39 2500 1 2963 2708 255 250 30000 100 0 0 6 368.545 55.131 ../Q3/./log/doc50cop2shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 21010260 q3-extractinstructions.txt 20150730_034232 0.5 55b2afeb7768392c683f0611
20150730_033748 50 1 2 30 100000 519606501 10000 10000 0 525 90 10000 39 2500 1 625 534 91 10000 30000 100 0 0 6 263.908 55.177 ../Q3/./log/doc50cop2shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 14472979 q3-extractinstructions.txt 20150730_034359 0.5 55b2afeb7768392c683f0616
20150730_033555 50 1 2 30 100000 376517787 300 10000 0 2417 9959 300 39 2500 1 2993 2729 264 259 30000 100 0 0 7 358.855 58.313 ../Q3/./log/doc50cop2shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 21006961 q3-extractinstructions.txt 20150730_034426 0.5 55b2afeb7768392c683f0614
20150730_033619 50 1 2 30 100000 817713633 251 10000 0 2379 10000 251 39 2500 1 2938 2682 256 251 30000 100 0 0 6 362.428 55.816 ../Q3/./log/doc50cop2shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 20998365 q3-extractinstructions.txt 20150730_034453 0.5 55b2afeb7768392c683f0615
20150730_033803 50 1 2 30 100000 715258232 232 10000 0 2399 10000 232 39 2500 1 3001 2757 244 232 30000 100 0 0 5 293.132 55.552 ../Q3/./log/doc50cop2shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 18023961 q3-extractinstructions.txt 20150730_034505 0.5 55b2afeb7768392c683f0617
20150730_033935 50 1 3 30 100000 919028296 38 10000 0 3376 10000 38 39 2500 1 4473 4043 430 38 30000 100 0 0 7 351.277 95.347 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 24065005 q3-extractinstructions.txt 20150730_034815 0.5 55b2afeb7768392c683f0619
20150730_034517 50 1 3 30 100000 420477893 0 10000 0 9952 181 0 39 2500 1 4882 4761 121 0 30000 100 0 0 2 152.292 70.497 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 6910766 q3-extractinstructions.txt 20150730_034839 0.5 55b2afeb7768392c683f0620
20150730_034015 50 1 3 30 100000 141246882 2 10000 0 3302 10000 2 39 2500 1 4607 4028 579 2 30000 100 0 0 7 350.882 94.801 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 25113806 q3-extractinstructions.txt 20150730_034908 0.5 55b2afeb7768392c683f061b
20150730_034410 50 1 3 30 100000 117661523 2 10000 0 3426 10000 2 39 2500 1 4630 4166 464 2 30000 100 0 0 5 281.368 90.871 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 18950363 q3-extractinstructions.txt 20150730_035112 0.5 55b2afeb7768392c683f061d
20150730_034500 50 1 3 30 100000 967561224 1 10000 0 3488 10000 1 39 2500 1 4673 4318 355 1 30000 100 0 0 4 252.746 82.463 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 15976984 q3-extractinstructions.txt 20150730_035115 0.5 55b2afeb7768392c683f061f
20150730_033950 50 1 3 30 100000 103765041 2 10000 0 3068 10000 2 39 2500 1 4431 3595 836 2 30000 100 0 0 10 494.126 108.187 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 34177322 q3-extractinstructions.txt 20150730_035221 0.5 55b2afeb7768392c683f061a
20150730_034435 50 1 3 30 100000 105731136 0 10000 0 3357 10000 0 39 2500 1 4644 4108 536 0 30000 100 0 0 6 328.330 89.295 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 22071311 q3-extractinstructions.txt 20150730_035248 0.5 55b2afeb7768392c683f061e
20150730_034243 50 1 3 30 100000 681028781 4 10000 0 3054 10000 4 39 2500 1 4473 3617 856 4 30000 100 0 0 10 496.200 112.353 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 34176807 q3-extractinstructions.txt 20150730_035505 0.5 55b2afeb7768392c683f061c
20150730_035013 50 1 3 30 100000 711283608 2 10000 0 3548 10000 2 39 2500 1 4664 4319 345 2 30000 100 0 0 4 275.745 84.911 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 15986574 q3-extractinstructions.txt 20150730_035646 0.5 55b2afeb7768392c683f0624
20150730_035251 50 1 3 30 100000 258760793 0 10000 0 9916 326 0 39 2500 1 4844 4623 221 0 30000 100 0 0 2 185.664 72.634 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 9979837 q3-extractinstructions.txt 20150730_035717 0.5 55b2afeb7768392c683f0627
20150730_034531 50 1 3 30 100000 263688301 43 10000 0 3058 10000 43 39 2500 1 4368 3654 714 43 30000 100 0 0 10 491.256 107.953 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 33099246 q3-extractinstructions.txt 20150730_035749 0.5 55b2afeb7768392c683f0621
20150730_034915 50 1 3 30 100000 533657980 0 10000 0 3348 10000 0 39 2500 1 4618 4018 600 0 30000 100 0 0 7 404.226 97.641 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 25113631 q3-extractinstructions.txt 20150730_035911 0.5 55b2afeb7768392c683f0623
20150730_034850 50 1 3 30 100000 50746969 0 10000 0 3230 10000 0 39 2500 1 4537 3843 694 0 30000 100 0 0 8 438.385 103.428 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 28078932 q3-extractinstructions.txt 20150730_035941 0.5 55b2afeb7768392c683f0622
20150730_035131 50 1 3 30 100000 597296547 0 10000 0 3390 10000 0 39 2500 1 4616 4090 526 0 30000 100 0 0 6 392.868 92.975 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 22023574 q3-extractinstructions.txt 20150730_040037 0.5 55b2afeb7768392c683f0625
20150730_035952 50 1 3 30 100000 792850679 0 10000 0 9931 317 0 39 2500 1 4844 4628 216 0 30000 100 0 0 2 174.086 69.061 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 9946035 q3-extractinstructions.txt 20150730_040401 0.5 55b2afeb7768392c683f062d
20150730_035800 50 1 3 30 100000 519606501 1 10000 0 3432 10000 1 39 2500 1 4683 4203 480 1 30000 100 0 0 6 336.952 78.656 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 18979598 q3-extractinstructions.txt 20150730_040601 0.5 55b2afeb7768392c683f062b
20150730_035226 50 1 3 30 100000 664375964 2 10000 0 2981 10000 2 39 2500 1 4473 3589 884 2 30000 100 0 0 10 559.892 101.915 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 34181216 q3-extractinstructions.txt 20150730_040603 0.5 55b2afeb7768392c683f0626
20150730_035349 50 1 3 30 100000 666549275 0 10000 0 3169 10000 0 39 2500 1 4573 3785 788 0 30000 100 0 0 9 524.949 98.171 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 31183282 q3-extractinstructions.txt 20150730_040629 0.5 55b2afeb7768392c683f0628
20150730_035724 50 1 3 30 100000 817713633 44 10000 0 3173 10000 44 39 2500 1 4391 3831 560 44 30000 100 0 0 8 459.666 87.501 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 26963080 q3-extractinstructions.txt 20150730_040827 0.5 55b2afeb7768392c683f062a
20150730_035815 50 1 3 30 100000 715258232 3 10000 0 3184 10000 3 39 2500 1 4541 3839 702 3 30000 100 0 0 8 482.015 90.573 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 28100097 q3-extractinstructions.txt 20150730_040946 0.5 55b2afeb7768392c683f062c
20150730_035606 50 1 3 30 100000 376517787 2 10000 0 2942 10000 2 39 2500 1 4383 3471 912 2 30000 100 0 0 10 615.810 106.954 ../Q3/./log/doc50cop3shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 34158917 q3-extractinstructions.txt 20150730_041040 0.5 55b2afeb7768392c683f0629
20150730_040636 50 1 4 30 100000 117661523 0 10000 0 4660 10000 0 39 2500 1 6283 6277 6 0 30000 100 0 0 5 305.917 112.352 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 19865464 q3-extractinstructions.txt 20150730_041415 0.5 55b2afeb7768392c683f0632
20150730_040515 50 1 4 30 100000 141246882 0 10000 0 4642 10000 0 39 2500 1 6228 6228 0 0 30000 100 0 0 7 364.654 121.556 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 22948264 q3-extractinstructions.txt 20150730_041416 0.5 55b2afeb7768392c683f0630
20150730_040048 50 1 4 30 100000 919028296 0 10000 0 4500 10000 0 39 2500 1 6000 5990 10 0 30000 100 0 0 10 546.270 133.802 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 34992274 q3-extractinstructions.txt 20150730_041425 0.5 55b2afeb7768392c683f062e
20150730_041005 50 1 4 30 100000 420477893 0 10000 0 9925 151 0 39 2500 1 6504 6502 2 0 30000 100 0 0 3 275.561 107.391 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 13895788 q3-extractinstructions.txt 20150730_041625 0.5 55b2afeb7768392c683f0635
20150730_040153 50 1 4 30 100000 103765041 0 10000 0 4486 10000 0 39 2500 1 6006 5996 10 0 30000 100 0 0 11 575.299 135.846 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 38024862 q3-extractinstructions.txt 20150730_041629 0.5 55b2afeb7768392c683f062f
20150730_040630 50 1 4 30 100000 681028781 0 10000 0 4491 10000 0 39 2500 1 6061 5964 97 0 30000 100 0 0 9 482.817 129.356 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 31038235 q3-extractinstructions.txt 20150730_041818 0.5 55b2afeb7768392c683f0631
20150730_040959 50 1 4 30 100000 967561224 0 10000 0 4605 10000 0 39 2500 1 6141 6127 14 0 30000 100 0 0 8 481.688 129.215 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 28956519 q3-extractinstructions.txt 20150730_042112 0.5 55b2afeb7768392c683f0634
20150730_040833 50 1 4 30 100000 105731136 0 10000 0 4566 10000 0 39 2500 1 6059 6037 22 0 30000 100 0 0 10 545.275 137.515 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 35033025 q3-extractinstructions.txt 20150730_042131 0.5 55b2afeb7768392c683f0633
20150730_041452 50 1 4 30 100000 711283608 0 10000 0 4604 10000 0 39 2500 1 6168 6162 6 0 30000 100 0 0 7 444.246 105.597 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 25945061 q3-extractinstructions.txt 20150730_042510 0.5 55b2afeb7768392c683f0639
20150730_041430 50 1 4 30 100000 50746969 1 10000 0 4593 10000 1 39 2500 1 6176 6085 91 1 30000 100 0 0 9 468.556 104.568 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 27989515 q3-extractinstructions.txt 20150730_042527 0.5 55b2afeb7768392c683f0637
20150730_041648 50 1 4 30 100000 597296547 0 10000 0 4595 10000 0 39 2500 1 6159 6082 77 0 30000 100 0 0 8 498.456 102.368 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 27971271 q3-extractinstructions.txt 20150730_042820 0.5 55b2afeb7768392c683f063a
20150730_041435 50 1 4 30 100000 533657980 0 10000 0 4536 10000 0 39 2500 1 6080 5981 99 0 30000 100 0 0 11 627.420 117.078 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 37146212 q3-extractinstructions.txt 20150730_042928 0.5 55b2afeb7768392c683f0638
20150730_042124 50 1 4 30 100000 258760793 0 10000 0 4766 10000 0 39 2500 1 6397 6393 4 0 30000 100 0 0 5 413.224 86.425 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 19966278 q3-extractinstructions.txt 20150730_043032 0.5 55b2afeb7768392c683f063c
20150730_041154 50 1 4 30 100000 263688301 0 10000 0 4324 10000 0 39 2500 1 5773 5594 179 0 30000 100 0 0 16 816.226 131.041 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 48218873 q3-extractinstructions.txt 20150730_043126 0.5 55b2afeb7768392c683f0636
20150730_042138 50 1 4 30 100000 666549275 0 10000 0 4492 10000 0 39 2500 1 6001 5897 104 0 30000 100 0 0 11 651.864 109.965 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 37090058 q3-extractinstructions.txt 20150730_043714 0.5 55b2afeb7768392c683f063d
20150730_042226 50 1 4 30 100000 376517787 0 10000 0 4550 10000 0 39 2500 1 6036 6026 10 0 30000 100 0 0 10 636.297 107.36 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 35011591 q3-extractinstructions.txt 20150730_043728 0.5 55b2afeb7768392c683f063e
20150730_043045 50 1 4 30 100000 792850679 0 10000 0 4658 10000 0 39 2500 1 6271 6271 0 0 30000 100 0 0 5 351.495 105.878 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 19858952 q3-extractinstructions.txt 20150730_043907 0.5 55b2afeb7768392c683f0642
20150730_042534 50 1 4 30 100000 817713633 2 10000 0 4431 10000 2 39 2500 1 5963 5780 183 2 30000 100 0 0 10 566.331 109.996 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 33005786 q3-extractinstructions.txt 20150730_043931 0.5 55b2afeb7768392c683f063f
20150730_042822 50 1 4 30 100000 519606501 0 10000 0 4499 10000 0 39 2500 1 6027 5937 90 0 30000 100 0 0 10 562.769 118.249 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 31003559 q3-extractinstructions.txt 20150730_044131 0.5 55b2afeb7768392c683f0640
20150730_041744 50 1 4 30 100000 664375964 0 10000 0 4403 10000 0 39 2500 1 5761 5745 16 0 30000 100 0 0 19 1047.496 130.277 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 62444198 q3-extractinstructions.txt 20150730_044333 0.5 55b2afeb7768392c683f063b
20150730_042939 50 1 4 30 100000 715258232 0 10000 0 4497 10000 0 39 2500 1 6062 5980 82 0 30000 100 0 0 12 726.525 121.025 ../Q3/./log/doc50cop4shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 40163170 q3-extractinstructions.txt 20150730_044612 0.5 55b2afeb7768392c683f0641
20150730_043755 50 1 5 30 100000 681028781 0 10000 0 9917 194 0 39 2500 1 7994 7982 12 0 30000 100 0 0 5 478.431 112.554 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 20809321 q3-extractinstructions.txt 20150730_044812 0.5 55b2afeb7768392c683f0646
20150730_043236 50 1 5 30 100000 103765041 0 10000 0 5379 10000 0 39 2500 1 7653 7637 16 0 30000 100 0 0 11 794.593 132.929 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 38903772 q3-extractinstructions.txt 20150730_045019 0.5 55b2afeb7768392c683f0644
20150730_044605 50 1 5 30 100000 420477893 0 10000 0 10000 4 0 39 2500 1 8034 8032 2 0 30000 100 0 0 3 358.288 105.971 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 14716048 q3-extractinstructions.txt 20150730_045350 0.5 55b2afeb7768392c683f064a
20150730_043739 50 1 5 30 100000 141246882 0 10000 0 5242 10000 0 39 2500 1 7650 7505 145 0 30000 100 0 0 11 725.365 128.327 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 34959922 q3-extractinstructions.txt 20150730_045401 0.5 55b2afeb7768392c683f0645
20150730_043130 50 1 5 30 100000 919028296 0 10000 0 5069 10000 0 39 2500 1 7357 7050 307 0 30000 100 0 0 19 1088.400 151.929 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 58279098 q3-extractinstructions.txt 20150730_045734 0.5 55b2afeb7768392c683f0643
20150730_043942 50 1 5 30 100000 117661523 0 10000 0 5142 10000 0 39 2500 1 7484 7222 262 0 30000 100 0 0 13 788.882 123.116 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 39985874 q3-extractinstructions.txt 20150730_045803 0.5 55b2afeb7768392c683f0647
20150730_044139 50 1 5 30 100000 105731136 0 10000 0 5293 10000 0 39 2500 1 7678 7544 134 0 30000 100 0 0 12 770.672 124.707 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 37943346 q3-extractinstructions.txt 20150730_045916 0.5 55b2afeb7768392c683f0648
20150730_044155 50 1 5 30 100000 967561224 0 10000 0 5313 10000 0 39 2500 1 7610 7590 20 0 30000 100 0 0 11 787.329 122.476 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 38946159 q3-extractinstructions.txt 20150730_045951 0.5 55b2afeb7768392c683f0649
20150730_045414 50 1 5 30 100000 711283608 0 10000 0 5422 10000 0 39 2500 1 7836 7709 127 0 30000 100 0 0 6 513.501 117.203 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 22806171 q3-extractinstructions.txt 20150730_050508 0.5 55b2afeb7768392c683f064e
20150730_045440 50 1 5 30 100000 597296547 0 10000 0 5464 10000 0 39 2500 1 7816 7808 8 0 30000 100 0 0 8 624.356 112.991 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 29845576 q3-extractinstructions.txt 20150730_050826 0.5 55b2afeb7768392c683f064f
20150730_044822 50 1 5 30 100000 263688301 0 10000 0 5039 10000 0 39 2500 1 7385 7032 353 0 30000 100 0 0 15 895.257 130.604 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 45045796 q3-extractinstructions.txt 20150730_050832 0.5 55b2afeb7768392c683f064b
20150730_045926 50 1 5 30 100000 258760793 0 10000 0 5457 10000 0 39 2500 1 7918 7900 18 0 30000 100 0 0 8 547.041 104.599 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 26881539 q3-extractinstructions.txt 20150730_051150 0.5 55b2afeb7768392c683f0651
20150730_045257 50 1 5 30 100000 533657980 0 10000 0 5172 10000 0 39 2500 1 7585 7228 357 0 30000 100 0 0 14 899.671 125.689 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 45176791 q3-extractinstructions.txt 20150730_051343 0.5 55b2afeb7768392c683f064d
20150730_044949 50 1 5 30 100000 50746969 0 10000 0 5133 10000 0 39 2500 1 7382 7073 309 0 30000 100 0 0 16 1041.009 132.288 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 52144086 q3-extractinstructions.txt 20150730_051401 0.5 55b2afeb7768392c683f064c
20150730_045810 50 1 5 30 100000 664375964 0 10000 0 5455 10000 0 39 2500 1 7881 7858 23 0 30000 100 0 0 10 699.577 116.782 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 35956232 q3-extractinstructions.txt 20150730_051420 0.5 55b2afeb7768392c683f0650
20150730_050511 50 1 5 30 100000 376517787 0 10000 0 5155 10000 0 39 2500 1 7470 7319 151 0 30000 100 0 0 13 725.496 150.744 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 43966823 q3-extractinstructions.txt 20150730_052249 0.5 55b2afeb7768392c683f0653
20150730_050846 50 1 5 30 100000 519606501 0 10000 0 5164 10000 0 39 2500 1 7470 7224 246 0 30000 100 0 0 16 641.425 151.133 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 40023667 q3-extractinstructions.txt 20150730_052434 0.5 55b2afeb7768392c683f0655
20150730_050001 50 1 5 30 100000 666549275 0 10000 0 4942 10000 0 39 2500 1 7205 6798 407 0 30000 100 0 0 21 1034.781 160.93 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 63379717 q3-extractinstructions.txt 20150730_052644 0.5 55b2afeb7768392c683f0652
20150730_051205 50 1 5 30 100000 715258232 0 10000 0 5386 10000 0 39 2500 1 7724 7695 29 0 30000 100 0 0 12 641.353 145.471 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 38929997 q3-extractinstructions.txt 20150730_052807 0.5 55b2afeb7768392c683f0656
20150730_051352 50 1 5 30 100000 792850679 0 10000 0 5267 10000 0 39 2500 1 7671 7524 147 0 30000 100 0 0 11 604.389 142.46 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 34939708 q3-extractinstructions.txt 20150730_052825 0.5 55b2afeb7768392c683f0657
20150730_050719 50 1 5 30 100000 817713633 0 10000 0 4982 10000 0 39 2500 1 7322 6819 503 0 30000 100 0 0 17 887.221 162.116 ../Q3/./log/doc50cop5shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 53249606 q3-extractinstructions.txt 20150730_052906 0.5 55b2afeb7768392c683f0654
20150730_051432 50 1 8 30 100000 103765041 0 10000 0 7030 10000 0 39 2500 1 12225 12225 0 0 30000 100 0 0 15 982.263 219.681 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 51573918 q3-extractinstructions.txt 20150730_053729 0.5 55b2afeb7768392c683f0659
20150730_051720 50 1 8 30 100000 141246882 0 10000 0 7035 10000 0 39 2500 1 12316 12316 0 0 30000 100 0 0 16 963.805 219.056 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 48650346 q3-extractinstructions.txt 20150730_053935 0.5 55b2afeb7768392c683f065a
20150730_051408 50 1 8 30 100000 919028296 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 71347259 q3-extractinstructions.txt 20150730_054347 0.5 55b2afeb7768392c683f0658
20150730_052837 50 1 8 30 100000 967561224 0 10000 0 7120 10000 0 39 2500 1 12389 12389 0 0 30000 100 0 0 13 743.671 216.091 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 43155465 q3-extractinstructions.txt 20150730_054705 0.5 55b2afeb7768392c683f065e
20150730_052911 50 1 8 30 100000 420477893 0 10000 0 7125 10000 0 39 2500 1 12474 12474 0 0 30000 100 0 0 13 788.839 219.649 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 45619690 q3-extractinstructions.txt 20150730_054848 0.5 55b2afeb7768392c683f065f
20150730_052406 50 1 8 30 100000 681028781 0 10000 0 7012 10000 0 39 2500 1 12224 12224 0 0 30000 100 0 0 17 1008.981 230.866 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 55843713 q3-extractinstructions.txt 20150730_054858 0.5 55b2afeb7768392c683f065b
20150730_052822 50 1 8 30 100000 105731136 0 10000 0 7085 10000 0 39 2500 1 12293 12293 0 0 30000 100 0 0 16 832.237 228.869 ../Q3/./log/doc50cop8shlf1lif30_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 48614082 q3-extractinstructions.txt 20150730_054911 0.5 55b2afeb7768392c683f065d
